customer_id,first_name,last_name,full_name,gender,age,tier,registration_date,region,city,email,phone
CUS1950,Soyeon,Ahn,Ahn Soyeon,Female,18,Silver,2022-12-05,Gyeonggi,Bucheon,ahn.soyeon1950@email.kr,010-9599-2797
CUS1660,Seojun,Kim,Kim Seojun,Male,-1,Regular,2023-08-27,Daejeon,Seo-gu,kim.seojun1660@email.kr,010-9785-3988
CUS0351,Jiwoo,Shin,Shin Jiwoo,Male,35,Gold,2022-02-24,Incheon,Seo-gu, shin.jiwoo351@email.kr,010-3764-2060
CUS1735,Jisoo,Jang,Jang Jisoo,Female,36,Regular,2022-01-26,Seoul,Yeongdeungpo-gu,jang.jisoo1735@email.kr,010-1662-4309
CUS2382,Jiwon,Han,Han Jiwon,Female,26,Silver,2021-03-03,Gyeonggi ,Uijeongbu,han.jiwon2382@email.kr,01012437290
CUS2174,Seungwon,Ahn,Ahn Seungwon,Male,42,Regular,2023-03-19,Gyeonggi,Namyangju,ahn.seungwon2174@email.kr,010-7512-2069
CUS0661,Donghyun,Lee,Lee Donghyun,Male,33,Regular,2024-05-22,Gyeonggi,Pyeongtaek,lee.donghyun661@email.kr,010-9750-8289
CUS2561,Kyungjun,Ahn,Ahn Kyungjun,Male,56,Gold,2022-12-06,Gyeongsang,Pohang,ahn.kyungjun2561@email.kr,010-4667-9764
CUS0037,Chaeyoung,Heo,Heo Chaeyoung,Female,37,Gold,2019-03-09,Gangwon,Samcheok,heo.chaeyoung37@email.kr,010-8817-4809
CUS1378,Seoyeon,Yoon,Yoon Seoyeon,Female,28,Regular,2022-10-16,Seoul,Seongdong-gu,yoon.seoyeon1378@email.kr,+82-10-1686-9050
CUS2435,Yerin,Song,Song Yerin,Female,23,Regular,2022-01-05,Seoul,Seocho-gu,song.yerin2435@email.kr,010-8418-8788
CUS1972,Changho,Lee,Lee Changho,Male,42,Regular,2021-02-23,Busan,Saha-gu,lee.changho1972@email.kr,010-6993-9667
CUS0159,Minseok,Yoon,Yoon Minseok,Male,37,Gold,2020-08-28,Seoul,Mapo-gu,yoon.minseok159@email.kr,010-9027-6323
CUS1696,Jaewon,Ko,Ko Jaewon,Male,29,Regular,2023-08-24,Incheon,Bupyeong-gu,ko.jaewon1696@email.kr,010-9593-2595
CUS0384,Chaewon,Park,Park Chaewon,Female,23,Regular,2022-06-11,Gyeonggi,Yongin,park.chaewon384@email.kr,010-7388-4865
CUS0922,Jaewon,Bae,Bae Jaewon,Male,40,Regular,2019-04-23,Seoul,JONGNO-GU,bae.jaewon922@email.kr,010-8213-8434
CUS2522,Dohyun,Oh,Oh Dohyun,Male,32,Gold,2020-06-18,Seoul,Yeongdeungpo-gu,oh.dohyun2522@email.kr,010-1770-6618
CUS2607,Donghyun,Oh,Oh Donghyun,Male,41,Premium,2021-06-25,Seoul,Gangnam-gu,oh.donghyun2607@email.kr,010-7187-9063
CUS0141,Hyunwoo,Yu,Yu Hyunwoo,Male,35,regular,2023-09-16,Gyeongsang,Andong,yu.hyunwoo141@email.kr,010-3315-1301
CUS2757,Changho,Shin,Shin Changho,Male,38,Silver,2022-07-28,Seoul,Yeongdeungpo-gu,shin.changho2757@email.kr,010-3949-5270
CUS0466,Eunji,Park,Park Eunji,Female,30,silver,2022-09-11,Seoul ,Yeongdeungpo-gu,park.eunji466@email.kr,010-3621-1383
CUS0109,Seojun,Song,SONG SEOJUN,MALE,47,Silver,2022-05-18,Gyeongsang,Pohang,song.seojun109@email.kr,010-7014-8439
CUS0300,Seoyeon,Sim,Sim Seoyeon,Female,44,Regular,2022-07-09,Daegu,Dalseo-gu,sim.seoyeon300@email.kr,010-1892-2038
CUS1476,Minjun,Kang,Kang Minjun,Male,30,Regular,2021-01-19,Gyeonggi,Bucheon,kang.minjun1476@email.kr,010-2349-1647
CUS0398,Jisoo,Shin,Shin Jisoo,Female,40,Gold,2024-10-08,Daejeon,Jung-gu,shin.jisoo398@email.kr,010-1339-1376
CUS2559,Hayoon,Lim,Lim Hayoon,Female,38,Gold,2020-09-05,Gyeonggi,Suwon,lim.hayoon2559@email.kr,010-6278-4933
CUS2615,Woosung,Song,Song Woosung,Male,25,Regular,2023-06-26,Seoul,Jongno-gu,song.woosung2615@email.kr,010-9519-7495
CUS1448,Eunji,Jo,Jo Eunji,Female,27,Regular,2021-11-25,Gyeonggi,Suwon,jo.eunji1448@email.kr,010-3411-8371
CUS0540,Joohyun,Seo,Seo Joohyun,FEMALE,31,Gold,2022-11-08,Daegu,Dalseo-gu,seo.joohyun540@email.kr,010-1756-4098
CUS1616,Jaewon,Shin,Shin Jaewon,Male,33,Silver,2024-02-27,Jeju,Seogwipo,shin.jaewon1616@email.kr,010-1446-7328
CUS0010,Jihyun,Seo,Seo Jihyun,Female,18,Regular,2023-04-04,Incheon,Bupyeong-gu,,010-5671-2143
CUS2640,Changho,Heo,Heo Changho,Male,23,Regular,2020-06-11,Chungcheong,Cheonan,heo.changho2640@email.kr,010-1699-6214
CUS0848,Minji,Jang,Jang Minji,Female,42,Regular,2022-03-26,Seoul,Seongdong-gu,jang.minji848@email.kr,010-4335-6695
CUS0025,Kyungjun,Kang,Kang Kyungjun,Male,36,Regular,2020-11-09,Gyeonggi,Yongin,kang.kyungjun25@email.kr,010-4465-3461
CUS1477,Changho,No,No Changho,Male,18,Regular,2023-07-27,Gyeonggi,Yongin,no.changho1477@email.kr,010-9034-2761
CUS0891,Minjung,Ahn,Ahn Minjung,Female,35,Premium,2022-10-23,Gyeonggi ,Uijeongbu,ahn.minjung891@email.kr,010-9306-9608
CUS1037,Minjun,Yoo,Yoo Minjun,Male,34,Gold,2021-09-19,Gyeonggi,Uijeongbu,yoo.minjun1037@email.kr,010-4451-8108
CUS1680,Subin,Hong,Hong Subin,Female,25,Regular,2022-12-02,Seoul,Songpa-gu,hong.subin1680@email.kr,010-9718-6214
CUS0252,Hyeji,Ahn,Ahn Hyeji,Female,44,Regular,2023-03-21,Seoul,Songpa-gu,ahn.hyeji252@email.kr,010-9061-2776
CUS0896,Jongho,Kang,Kang Jongho,Male,19,Silver,2020-08-13,Gyeonggi,Ansan,kang.jongho896@email.kr,010-3182-4272
CUS2556,Eunbi,Ahn,Ahn Eunbi,Female,43,Silver,2022-04-28,Daejeon,Yuseong-gu,ahn.eunbi2556@email.kr,010-1097-2642
CUS0807,Nayeon,No,No Nayeon,Female,29,Regular,2023-03-10,Seoul,Gwanak-gu,no.nayeon807@email.kr,010-1166-3927
CUS1455,Dongwook,Song,Song Dongwook,Male,40,Regular,2019-07-11,Seoul,Nowon-gu,,010-8541-6684
CUS2224,Seungjae,Seo,Seo Seungjae,Male,37,Premium,2023-11-03,Chungcheong,Cheonan,seo.seungjae2224@email.kr,010-1974-8908
CUS0716,Taehyun,Lee,Lee Taehyun,Male,29,Regular,2021-01-21,Seoul,Yeongdeungpo-gu,lee.taehyun716@email.kr,010-3427-5550
CUS1843,Seulgi,Ko,Ko Seulgi,Female,25,Silver,2022-07-25,Seoul,Mapo-gu,ko.seulgi1843@email.kr,010-4379-4979
CUS2225,Minji,Moon,Moon Minji,Female,46,Premium,2019-05-18,Seoul,Jongno-gu,moon.minji2225@email.kr,010-8628-1461
CUS2772,Seojun,Moon,Moon Seojun,Male,29,Silver,2023-10-08,Gyeonggi,Pyeongtaek,moon.seojun2772@email.kr,010-1369-7316
CUS2739,Jongho,Yu,Yu Jongho,Male,33,Reg,2020-06-26,Gyeonggi,Hwaseong,yu.jongho2739@email.kr,010-8873-2620
CUS1800,Yoona,Park,Park Yoona,Female,32,Regular,2019-09-11, Gyeonggi,Namyangju, park.yoona1800@email.kr,010-2674-7323
CUS2725,Gunwoo,Yoo,Yoo Gunwoo,Male,27,Silver,2021-11-03,Daejeon,Daedeok-gu,yoo.gunwoo2725@email.kr,+82-10-2799-3974
CUS2761,Eunbi,Heo,Heo Eunbi,Female,41,Premium,2019-03-18,SEOUL,Jongno-gu,heo.eunbi2761@email.kr,010-3426-3965
CUS2474,Naeun,Son,Son Naeun,Female,31,Silver,2021-02-23,Gyeongsang,Gyeongju,son.naeun2474@email.kr,010-9729-8202
CUS0021,Woosung,No,No Woosung,Male,38,Regular,2022-08-02,Gwangju,Nam-gu,no.woosung21@email.kr,010-1653-6309
CUS0280,Yoonsoo,Kim,Kim Yoonsoo,Male,46,Gold,2021-02-08,Jeolla,Iksan,kim.yoonsoo280@email.kr,010-8287-6340
CUS0736,Chaewon,Choi,Choi Chaewon,female,25,Regular,2024-11-12,Seoul,Seongdong-gu,choi.chaewon736@email.kr,010-5348-2251
CUS0097,Minhyuk,Ahn,Ahn Minhyuk,Male,44,Regular,2021-05-27,Seoul,Jongno-gu,ahn.minhyuk97@email.kr,010-7251-1206
CUS1417,Minjung,Oh,Oh Minjung,Female,41,Gold,2020-02-12,Chungcheong,Cheongju,oh.minjung1417@email.kr,010-1892-1672
CUS0442,Yerim,Hong,Hong Yerim,Female,43,silver,2023-05-02,Seoul,Seocho-gu,hong.yerim442@email.kr,010-8987-7548
CUS0173,Jaehyun,Yang,Yang Jaehyun,Male,25,Premium,2021-08-03,Chungcheong,Gongju,yang.jaehyun173@email.kr,010-1107-5009
CUS1309,Jiwon,Seo,Seo Jiwon,F,18,Silver,2021-05-25,Incheon,Seo-gu,seo.jiwon1309@email.kr,010-9013-6135
CUS2181,Yerin,Jo,Jo Yerin,Female,32,Regular,2021-12-19,chungcheong,Gongju,jo.yerin2181@email.kr,010-6710-9518
CUS2562,Nayeon,Jung,Jung Nayeon,Female,24,Regular,2020-11-06,Gangwon,Chuncheon,jung.nayeon2562@email.kr,010-1355-2538
CUS0900,Junseok,Bae,Bae Junseok,Male,49,Silver,2022-04-19,Jeolla,Gwangyang,bae.junseok900@email.kr,010-8761-9205
CUS2650,Minseok,Ahn,Ahn Minseok,Male,40,Regular,2023-02-12,Gyeonggi,Pyeongtaek,ahn.minseok2650@email.kr,010-9162-6997
CUS1427,Jihyun,Kim,Kim Jihyun,Female,30,Regular,2022-07-27,Gyeonggi,Namyangju,kim.jihyun1427@email.kr,010-8244-4366
CUS2111,Junho,Seo,Seo Junho,Male,37,Regular,2023-09-11,Gyeongsang,Pohang,seo.junho2111@email.kr,010-4168-9912
CUS0331,Woosung,Yoon,Yoon Woosung,Male,30,Regular,2023-10-25,Incheon,Bupyeong-gu,yoon.woosung331@email.kr,010-3738-9908
CUS2237,Hyerin,Jung,Jung Hyerin,Female,33,Gold,2019-05-11,Gyeongsang,Pohang,jung.hyerin2237@email.kr,010-5576-7676
CUS1682,Junseok,Sim,Sim Junseok,Male,38,Regular,2023-07-13,Gangwon ,Gangneung,sim.junseok1682@email.kr,010-6437-8481
CUS1268,Yuna,Sim,Sim Yuna,Female,46,Regular,2022-06-08,Gyeonggi,Goyang,sim.yuna1268@email.kr,010-3365-5699
CUS1667,Gunwoo,Yu,Yu Gunwoo,Male,42,Regular,2020-03-06,Daegu,Suseong-gu, yu.gunwoo1667@email.kr,010-4668-6722
CUS1524,Dohyun,Sim,Sim Dohyun,Male,32,Silver,2019-06-13,Busan,Busanjin-gu,sim.dohyun1524@email.kr,010-9879-2751
CUS0862,Chaeyoung,Heo,Heo Chaeyoung,FEMALE,32,Slvr,2021-01-16,Busan,Nam-gu,heo.chaeyoung862@email.kr,010-3410-8640
CUS0746,Hyunjae,Kwon,Kwon Hyunjae,Male,36,Premium,2019-02-22,Gyeonggi,Ansan, kwon.hyunjae746@email.kr,010-2208-8812
CUS2497,Minseok,Jo,Jo Minseok,Male,37,Premium,2023-01-10,Seoul,Seongdong-gu,jo.minseok2497@email.kr,01050616035
CUS2190,Jiwon,Hong,Hong Jiwon,Female,37,Reg,2022-3-18,Daegu,Jung-gu,hong.jiwon2190@email.kr,010-7966-7929
CUS0088,Hyunjae,No,No Hyunjae,Male,18,Regular,2024-08-10,Seoul,Gwanak-gu,no.hyunjae88@email.kr,010-1149-8052
CUS1650,Yuna,Song,Song Yuna,Female,37,Regular,2021-04-07,Gangwon,Samcheok,song.yuna1650@email.kr,010-4320-8436
CUS0096,Joohyun,Heo,Heo Joohyun,Female,36,Regular,2021-03-02,Gyeonggi,Suwon,heo.joohyun96@email.kr,010-5366-7429
CUS0880,Yerim,No,No Yerim,Female,38,Gold,2023-10-23,Gangwon,Chuncheon,no.yerim880@email.kr,010-4288-2879
CUS2129,Naeun,Ko,Ko Naeun,Female,27,Regular,2023-11-21,Seoul,Seongdong-gu,ko.naeun2129@email.kr,010-1147-8280
CUS1807,Jisoo,Jang,Jang Jisoo,F,26,Regular,2024-06-18,Gyeonggi,Suwon,jang.jisoo1807@email.kr,010-9372-2546
CUS2330,Soohyun,Hwang,Hwang Soohyun,Male,38,Silver,2021-02-05,Jeolla,Iksan,hwang.soohyun2330@email.kr,010-4837-7096
CUS1338,Woosung,Kwon,Kwon Woosung,Male,0,Regular,2023-12-05,Busan,SAHA-GU,kwon.woosung1338@email.kr,010-9980-2465
CUS1852,Kyungjun,Son,Son Kyungjun,MALE,34,Gold,2019-11-22,Daejeon,Daedeok-gu,son.kyungjun1852@email.kr,010-6251-4947
CUS0934,Hyeji,Hwang,Hwang Hyeji,Female,30,Silver,2021-05-09,Incheon,Bupyeong-gu,hwang.hyeji934@email.kr,010-9108-3084
CUS1643,Gunwoo,Song,Song Gunwoo,Male,40,Premium,2021-05-03,Seoul,Gangnam-gu,song.gunwoo1643@email.kr,010-5801-2198
CUS2766,Youngho,Jo,Jo Youngho,Male,35,Gold,2024-03-25,Seoul,Gwanak-gu,jo.youngho2766@email.kr,010-9693-3150
CUS0595,Byunghun,Bae,Bae Byunghun,Male,45,Regular,2021-04-18,Gangwon,Gangneung,bae.byunghun595@email.kr,010-1885-5068
CUS0653,Dohyun,Park,Park Dohyun,Male,43,Regular,2022-11-17,Seoul,Mapo-gu,park.dohyun653@email.kr,010-4685-1377
CUS2452,Junseok,Jo,Jo Junseok,Male,23,Regular,2024-05-22,Daegu,Suseong-gu,jo.junseok2452@email.kr,010-1315-2850
CUS0756,Donghyun,Kang,Kang Donghyun,Male,25,Regular,2020-04-20,Gyeongsang,Andong, kang.donghyun756@email.kr,010-1179-6064
CUS2622,Yuna,Jung,Jung Yuna,Female,18,Regular,2020-12-05,Gangwon,Wonju,jung.yuna2622@email.kr,010-4605-8762
CUS2363,Soojin,Kang,Kang Soojin,Female,29,Gold,2022-10-27,Seoul,Nowon-gu,kang.soojin2363@email.kr,010-6325-2781
CUS2658,Yerim,No,No Yerim,Female,42,Gold,2019-02-15,Seoul,Seocho-gu,no.yerim2658@email.kr,010-1048-6516
CUS0550,Seungjae,Moon,Moon Seungjae,Male,22,Reg,2022-02-10,Incheon,Namdong-gu,moon.seungjae550@email.kr,010-9220-9401
CUS0557,Eunji,Hwang,Hwang Eunji,Female,19,Regular,2024-01-12,Jeolla,Iksan,hwang.eunji557@email.kr,010-3276-3102
CUS1730,Junseok,Sim,Sim Junseok,Male,31,Regular,2022-09-16,Seoul,Seocho-gu,sim.junseok1730@email.kr,010-2843-4510
CUS2361,Byunghun,Choi,Choi Byunghun,Male,41,Premium,2019-05-26,Daejeon,Jung-gu,choi.byunghun2361@email.kr,010-8267-8098
CUS0542,Eunji,Bae,Bae Eunji,Female,26,Silver,2023-11-20,Seoul,Mapo-gu,bae.eunji542@email.kr,010-2062-3743
CUS2597,Mijoo,Song,Song Mijoo,Female,48,Premium,2020-01-12,Gyeongsang,Pohang,song.mijoo2597@email.kr,010-2168-7794
CUS1491,Sungmin,Lee,Lee Sungmin,Male,24,Silver,2022-12-11,Gyeonggi,Suwon,lee.sungmin1491@email.kr,010-7111-6524
CUS0265,Seungwon,Hong,Hong Seungwon,Male,37,Regular,2024-01-24,Seoul,Songpa-gu,hong.seungwon265@email.kr,010-3319-9010
CUS1062,Jiwoo,Kim,Kim Jiwoo,Male,44,Gold,2024-12-19,GANGWON,Gangneung,kim.jiwoo1062@email.kr,010-5224-4237
CUS2286,Sowon,Choi,Choi Sowon,Female,25,Regular,2023-11-06,Incheon,Bupyeong-gu,choi.sowon2286@email.kr,010-7459-8422
CUS0448,Sanghoon,Yoon,Yoon Sanghoon,Male,25,Gold,2022-02-22,Gangwon,Gangneung,yoon.sanghoon448@email.kr,010-8911-3115
CUS0211,Minjung,Hong,Hong Minjung,Female,32,Silver,2021-04-18,Gyeonggi,Hwaseong,hong.minjung211@email.kr,010-3605-8903
CUS1045,Sungmin,Kwon,Kwon Sungmin,Male,42,Silver,2024/07/19,Gwangju,Nam-gu,kwon.sungmin1045@email.kr,010-1467-3687
CUS0378,Seulgi,Ko,Ko Seulgi,Female,41,Gold,2021-02-05,Gwangju,Gwangsan-gu,ko.seulgi378@email.kr,010-4144-1453
CUS1948,Jiho,Bae,Bae Jiho,Male,51,Silver,2020-01-06,Gyeongsang,Gyeongju,bae.jiho1948@email.kr,010-4502-5825
CUS2121,Jaewon,Sim,Sim Jaewon,Male,29,Silver,2022-10-24,Seoul,Jongno-gu,sim.jaewon2121@email.kr,010-2037-9656
CUS1587,Jiwoo,Park,Park Jiwoo,Male,44,Silver,2021-01-04,Gyeonggi,SUWON,park.jiwoo1587@email.kr,010-7417-5142
CUS0944,Jaehyun,Song,Song Jaehyun,Male,29,Silver,2022-12-14,Seoul,Seocho-gu,song.jaehyun944@email.kr,010-9830-2986
CUS2251,Jihoon,Han,Han Jihoon,Male,21,Silver,2023-03-03,Gyeongsang,Andong,han.jihoon2251@email.kr,010-8162-5927
CUS1674,Eunbi,Bae,Bae Eunbi,Female,18,Regular,2022-11-03,Daejeon,Daedeok-gu,bae.eunbi1674@email.kr,010-2376-5645
CUS2404,Seojun,Nam,Nam Seojun,Male,36,Regular,2023-04-09,Gyeonggi,Goyang,nam.seojun2404@email.kr,010-2428-5709
CUS0301,Seoyeon,Hwang,Hwang Seoyeon,Female,42,Gold,2021-02-16,Seoul,Gwanak-gu,hwang.seoyeon301@email.kr,010-9714-9730
CUS1546,Dongwook,Ahn,Ahn Dongwook,Male,46,Silver,2019-01-11,Seoul,Yeongdeungpo-gu,ahn.dongwook1546@email.kr,010-7876-6591
CUS1141,Dohyun,Moon,Moon Dohyun,Male,34,Regular,2022-08-26,Gyeongsang,Gyeongju,moon.dohyun1141@email.kr,010-1786-9657
CUS1523,Hyeji,Yang,Yang Hyeji,Female,37,Regular,2021-01-05,Gyeongsang,Jinju,yang.hyeji1523@email.kr,010-2126-2545
CUS0554,Mijoo,Shin,Shin Mijoo,Female,41,Silver,2023-11-01,Jeju,Seogwipo,shin.mijoo554@email.kr ,010-8733-9399
CUS0489,Dohyun,Choi,Choi Dohyun,Male,40,Regular,2021-03-06,Busan,Dongrae-gu,choi.dohyun489@email.kr,+82-10-5187-2468
CUS0562,Hyeji,Kang,Kang Hyeji,Female,31,regular,2023-03-02,Gwangju,Buk-gu,kang.hyeji562@email.kr,010-9005-1439
CUS1299,Mijoo,Yang,Yang Mijoo,Female,35,Regular,2023-01-23,Gwangju,Buk-gu,yang.mijoo1299@email.kr,010-3272-4268
CUS0468,Seungwon,Lee,Lee Seungwon,Male,31,Regular,2021-09-12,Busan,Nam-gu,lee.seungwon468@email.kr,010-3028-1782
CUS1226,Sanghoon,Jo,Jo Sanghoon,Male,31,Regular,2023-01-21,Gwangju,Gwangsan-gu,jo.sanghoon1226@email.kr,010-9109-2957
CUS1190,Junseok,Lim,Lim Junseok,Male,29,Regular,2019-02-17,Gyeongsang,Jinju,lim.junseok1190@email.kr,010-6098-9589
CUS0469,Kyungjun,Han,Han Kyungjun,Male,31,Regular,2023-08-11, Gyeongsang,Andong,han.kyungjun469@email.kr,010-4868-9737
CUS2075,Minjung,Jo,Jo Minjung,Female,18,Reg,2021-05-17,Incheon ,Michuhol-gu,jo.minjung2075@email.kr,010-3415-5053
CUS1922,Nayeon,Ko,Ko Nayeon,Female,18,Regular,2024-11-11,Chungcheong,Cheongju,ko.nayeon1922@email.kr,010-3855-9936
CUS1706,Jongho,Nam,Nam Jongho,Male,28,Silver,2024-01-05,Gyeonggi,Suwon,nam.jongho1706@email.kr,010-6027-7103
CUS2748,Hyeji,Kwon,Kwon Hyeji,Female,40,Gold,2020-06-11,Incheon,Michuhol-gu,kwon.hyeji2748@email.kr,010-3739-6294
CUS1964,Kyungjun,Kwon,Kwon Kyungjun,Male,29,Regular,2024-11-10,Seoul,Dobong-gu,kwon.kyungjun1964@email.kr,010-4089-4681
CUS1158,Gunwoo,Heo,Heo Gunwoo,Male,48,Gold,2021-02-12,Daegu,Buk-gu,heo.gunwoo1158@email.kr,010-6904-6078
CUS1241,Minjung,Kwon,Kwon Minjung,Female,30,Regular,2020-01-16,Chungcheong,Gongju,kwon.minjung1241@email.kr,010-2709-6267
CUS1853,Jiwoo,Yu,Yu Jiwoo,Male,0,Silver,2024-09-22,Seoul,Gwanak-gu,yu.jiwoo1853@email.kr,010-5185-9828
CUS1601,Yerim,Sim,Sim Yerim,F,26,Regular,2022-10-07,Seoul,Mapo-gu,sim.yerim1601@email.kr,010-4950-2497
CUS2410,Seojun,Hong,Hong Seojun,Male,44,Gold,2021-01-23,Gyeonggi,Yongin,hong.seojun2410@email.kr,010-1766-7879
CUS0315,Joohyun,Choi,Choi Joohyun,Female,31,Silver,2024-03-22,Gyeonggi,Namyangju,choi.joohyun315@email.kr,010-2914-6047
CUS1673,Yerim,Ko,Ko Yerim,Female,25,Regular,2022-05-21,Gyeonggi,Bucheon,ko.yerim1673@email.kr,010-3129-5884
CUS0865,Hayoon,Kim,Kim Hayoon,Female,41,Regular,2022-01-02,Gwangju,Seo-gu ,kim.hayoon865@email.kr,010-5119-3256
CUS2099,Hyunjae,Seo,Seo Hyunjae,Male,31,Regular,2021-07-18,Incheon,Michuhol-gu,seo.hyunjae2099@email.kr,010-7834-9778
CUS2144,Minji,Hong,Hong Minji,Female,31,Silver,2021-04-01,Jeolla,Gwangyang,hong.minji2144@email.kr,010-6856-7347
CUS2347,Sowon,Kim,Kim Sowon,Female,38,Regular,2021-11-24,Daegu,Dalseo-gu,kim.sowon2347@email.kr,010-6270-7741
CUS1082,Gunwoo,No,No Gunwoo,Male,25,Regular,2020-10-28,Seoul,Yeongdeungpo-gu,no.gunwoo1082@email.kr,010-3023-2588
CUS0440,Seungwon,Son,Son Seungwon,Male,36,Silver,2024-08-01,Busan,BUSANJIN-GU,son.seungwon440@email.kr,010-8364-4975
CUS0978,Joohyun,Jung,Jung Joohyun,Female,63,Gold,2023-08-20,Seoul,Gwanak-gu,jung.joohyun978@email.kr,010-7750-4847
CUS0022,Hyunjae,Song,Song Hyunjae,Male,37,Reg,2023-05-19,Gwangju,Nam-gu,,010-9918-3848
CUS0181,Soyeon,Song,Song Soyeon,Female,28,Regular,2024-06-05,Seoul,Seocho-gu,song.soyeon181@email.kr,010-9132-9514
CUS1135,Soojin,Choi,Choi Soojin,Female,0,Silver,2022-05-18,Incheon,Namdong-gu,choi.soojin1135@email.kr,010-7053-8178
CUS1648,Jiyeon,Yu,  Yu Jiyeon,Female,26,Gold,2023-08-24,Gyeonggi,Seongnam,yu.jiyeon1648@email.kr,010-8768-7299
CUS1402,Jiwon,Ko,Ko Jiwon,Female,21,Regular,2023-03-16,gwangju,Gwangsan-gu,ko.jiwon1402@email.kr,010-9348-7660
CUS2041,Soyeon,Hong,Hong Soyeon,Female,35,Silver,2021-10-09,Gyeonggi,Namyangju,hong.soyeon2041@email.kr,010-7716-5322
CUS2119,Taehyun,Kwon,Kwon Taehyun,MALE,28,Premium,2020-02-01,Gyeonggi,Pyeongtaek,kwon.taehyun2119@email.kr,01022184110
CUS1934,Naeun,Kim,Kim Naeun,Female,31,Silver,2024/02/03,Daejeon,Seo-gu,kim.naeun1934@email.kr,010-7291-7432
CUS1644,Soojin,Hwang,Hwang Soojin,Female,39,Regular,2023-11-17,Incheon,Seo-gu,hwang.soojin1644@email.kr,010-4209-8263
CUS1600,Yerim,Jang,Jang Yerim,Female,19,Silver,2023-02-04,Gyeonggi,Goyang,jang.yerim1600@email.kr,010-8450-9621
CUS0204,Hyunjae,Ko,Ko Hyunjae,Male,28,Regular,2023-12-23,Seoul,Seocho-gu,ko.hyunjae204@email.kr,01083046826
CUS1277,Seungjae,Bae,Bae Seungjae,Male,41,Regular,2023-11-13,Gyeonggi,Uijeongbu,bae.seungjae1277@email.kr,010-4240-3468
CUS0627,Seulgi,Hwang,Hwang Seulgi,FEMALE,35,Silver,2022-07-24,Gwangju,Gwangsan-gu,hwang.seulgi627@email.kr,010-2333-6707
CUS1236,Soohyun,Choi,Choi Soohyun,Male,49,Premium,2020-03-20,Seoul,Gwanak-gu,choi.soohyun1236@email.kr,010-6527-8449
CUS1382,Kyungjun,Shin,Shin Kyungjun,Male,21,Silver,2021-08-02,Seoul,NOWON-GU,shin.kyungjun1382@email.kr,010-6289-6075
CUS1937,Jiho,Hong,HONG JIHO,MALE,27,Regular,2023-05-06,seoul,Seocho-gu,hong.jiho1937@email.kr,010-7475-1760
CUS2652,Dohyun,Song,Song Dohyun,Male,27,Regular,2024-12-07,Daejeon,Jung-gu,song.dohyun2652@email.kr,010-1618-3239
CUS1225,Chaeyoung,Choi,Choi Chaeyoung,Female,40,Regular,2023-09-14,Busan,Haeundae-gu,choi.chaeyoung1225@email.kr,010-3641-4188
CUS0488,Youngho,Kwon,Kwon Youngho,Male,18,Silver,2021-09-11,Chungcheong,Cheonan,kwon.youngho488@email.kr,010-7258-5213
CUS0230,Woosung,Sim,Sim Woosung,Male,29,Silver,2020-08-21,Incheon,Michuhol-gu,sim.woosung230@email.kr,010-2279-9834
CUS1147,Chaeyoung,Han,Han Chaeyoung,Female,20,Regular,2023-07-01,Gwangju,Buk-gu,han.chaeyoung1147@email.kr,010-1139-4690
CUS1803,Sanghoon,Lee,LEE SANGHOON,Male,22,Premium,2019-05-13,Gyeonggi,Hwaseong,lee.sanghoon1803@email.kr,010-8856-3479
CUS1812,Byunghun,Shin,Shin Byunghun,Male,36,Premium,2023-03-04,Gyeonggi,Namyangju,shin.byunghun1812@email.kr,010-5448-2304
CUS1589,Hyerin,Sim,Sim Hyerin,Female,51,Premium,2021-07-23,Busan,Suyeong-gu,sim.hyerin1589@email.kr,010-4075-9656
CUS2538,Soojin,Jung,Jung Soojin,Female,45,Silver,2021-08-10,Incheon,Seo-gu,jung.soojin2538@email.kr,+82-10-6270-5223
CUS0287,Seojun,Kwon,Kwon Seojun,Male,39,Gold,2021-04-19,Daegu,Dong-gu,kwon.seojun287@email.kr,010-8757-8581
CUS1243,Hyunwoo,Park,Park Hyunwoo,Male,20,Regular,2024-12-19,Gwangju,Nam-gu,park.hyunwoo1243@email.kr,010-9893-3840
CUS0675,Joohyun,Hwang,Hwang Joohyun,Female,36,Regular,2022-06-26,Seoul,Jongno-gu,hwang.joohyun675@email.kr,010-8678-9228
CUS0455,Yerim,Nam,Nam Yerim,Female,18,Gold,2020-06-11,Gyeonggi,Seongnam,nam.yerim455@email.kr,010-3257-3014
CUS2220,Jiyeon,Kang,Kang Jiyeon,Female,18,Gold,2020-03-12,Incheon,Michuhol-gu,kang.jiyeon2220@email.kr,010-5333-3733
CUS1356,Dohyun,No,No Dohyun,Male,28,Silver,2024-08-06,Daegu,Jung-gu,no.dohyun1356@email.kr,010-1235-2844
CUS1091,Byunghun,No,No Byunghun,Male,44,regular,2022-12-28,Seoul,Jongno-gu,no.byunghun1091@email.kr,010-4920-3870
CUS0811,Yoona,Jang,Jang Yoona,Female,42,Gold,2022-03-09,Gangwon,Chuncheon,jang.yoona811@email.kr,010-5483-8890
CUS0670,Dohyun,Shin,Shin Dohyun,Male,34,Gold,2021-02-26,Gwangju,Gwangsan-gu,shin.dohyun670@email.kr,010-3023-3879
